ID_COMPRA,ID_PROVEEDOR,NO_PRODUCTOS,COSTO_TOTAL_PEDIDO
8918825329,32,486,5256.8
5427779668,35,514,5518.87
5661925964,39,939,6760.46
2095815500,21,87,3705.79
3503423987,20,76,8909.01
6117989366,20,504,7566.51
101466557,39,763,5620.42
8495566542,25,48,8683.99
1875837656,29,331,7688.73
2633816441,32,364,6943.41
9585211271,17,972,215.98
4851525012,9,568,4745.63
245033810,28,751,9244.59
3027270511,32,26,6959.97
9558271495,32,297,5325.43
9469183295,19,145,1462.06
8446432686,35,561,9873.89
1913871867,29,276,9454.6
8456356932,14,119,4628.54
8593066344,21,840,4161.45
1952090941,7,824,1977.75
4187924945,12,758,7017.85
4255689944,26,573,8357.06
8560689712,21,361,6714.99
7674816916,21,509,3743.15
9256273763,14,505,2154.01
718634349,35,101,9533.64
7804434342,30,589,5296.81
3257751208,8,994,8374.31
8091369987,18,411,8761.91
5661922544,16,829,3799.74
438183334,26,903,795.4
6282836761,17,334,3057.43
5523767073,21,678,8869.27
50898070,12,862,9228.6
579867823,21,633,9335.56
3464920249,27,805,6208.54
4881290475,7,397,5443.1
7629639778,3,773,8356.81
6364420745,26,917,4867.96
4158460269,16,954,4338.31
7713616816,21,894,4378.04
1099943705,3,228,1958.24
7317707,7,413,5539.23
2406751615,39,636,7379.02
827615794,21,71,1875.91
8130641661,28,80,5362.58
7996477717,30,452,7020.19
9973017532,14,581,4345.67
1742276861,30,153,9330.02
3390929973,38,998,5047.99
6278379553,20,469,8306.12
4412196922,15,393,376.84
8578062590,17,650,6152.96
756355837,39,508,8768.69
6489379374,31,718,4269.26
1005448075,14,882,3572.08
3388732384,7,994,3807.82
8674879583,8,849,2851.26
72539630,24,916,7676.48
5518683401,35,761,5772.09
6995562679,39,769,5142.32
2885014630,9,704,7169.83
5325546099,8,149,9459.73
3619360644,20,470,5788.75
866449098,21,93,8593.53
4034076115,20,764,7693.59
25488792,12,123,4073.48
5297743601,26,107,860.56
1106337773,10,983,5251.18
9007504490,30,220,831.51
5843882583,9,214,2714.81
2437549265,39,558,4428.36
6112887474,35,816,3174.16
9536346162,39,327,4941.11
7764514753,7,817,5253.75
4496475141,35,266,5968.14
7100631478,2,996,9293.56
6667098122,12,41,5592.26
321067189,15,981,1009.91
4832332447,24,731,605.3
1756942797,39,226,7694.97
21575461,24,164,5757.57
2527778251,30,214,2700.47
8260687063,14,61,9480.7
6922320542,31,181,9477.75
5741192384,18,265,6355.85
1023594617,10,107,1455.97
3857274477,12,862,6026.94
8969914571,13,154,1808.17
5803862425,4,811,3482.7
2804597813,26,70,1072.22
9811359640,21,12,3912.15
9322000433,12,316,9467.44
9889174519,32,553,7506.46
7107909572,17,298,4959.48
1394209489,10,679,9293.99
7390642262,19,502,3361.64
422290088,28,451,8761.07
98993520,14,732,447.71
2072120683,12,497,807.34
2920184466,30,248,1564.15
7269053794,3,314,3694.75
8590065630,14,215,244.65
6718116596,14,365,1577.65
294375960,19,309,8350.82
9087213840,26,40,6271.79
7773509902,23,898,4980.96
8159478560,39,809,2381.62
4586636457,14,959,7612.01
6011840296,10,345,7918.35
2006417731,12,421,1066.25
3432054459,32,431,6454.15
180367387,27,621,7579.27
3487550564,15,886,9439.84
6402731088,29,256,6763.43
108932748,21,932,2420.35
2622026402,7,452,5904.91
5237502798,32,724,1816.19
920587366,7,298,7950.33
8236654733,18,179,5146.13
6261065648,30,362,6671.77
6194605963,10,526,6682.77
3932823302,16,255,4253.02
567987047,39,204,8777.43
5467856230,14,119,3994.69
834156899,21,584,1667.3
3336774723,19,337,3592.32
2643473422,29,4,8559.26
6959067204,21,199,686.35
6869684888,30,161,5327.01
1362983622,10,525,8742.46
4012655104,12,583,3902.23
8453514169,29,157,9671.21
3266911830,6,276,5069.39
5259491267,25,496,9854.65
7957583846,39,215,7159.9
6780665209,21,152,5909.97
7022492940,30,223,4876.02
2053016195,26,482,4394.46
3807810768,18,69,9361.29
1631628833,7,508,5716.0
7425254594,30,848,9761.88
7148014649,8,496,9242.37
6898460829,16,936,2447.94
8363645389,26,431,1226.99
3675394777,17,785,5223.82
4802494855,9,512,5673.69
2666487143,2,26,7554.13
855684947,9,96,3251.7
3726562643,32,902,3265.04
9611743922,36,136,9603.77
5351804533,10,70,4668.38
8712991913,3,364,2386.78
9698861285,14,685,4388.69
9704724445,30,606,6616.19
2832747713,12,618,6459.22
8016680357,27,246,6922.39
4170768019,30,47,6077.17
8773946297,4,940,466.26
7062264048,39,688,590.16
7439467568,39,354,2270.54
6348147242,21,658,5563.34
510168593,10,558,586.92
1172888208,14,112,3870.09
613775184,27,540,1083.95
9433950146,21,244,1820.98
1676714399,9,453,6000.72
4217939384,13,931,5640.56
32365959,8,981,9737.64
9234382253,39,616,1294.62
678011887,14,866,5596.88
30694580,17,771,6457.55
5373336761,30,873,3017.78
4115301683,23,354,5505.19
5953089858,4,319,6694.93
3196845109,14,755,4201.66
981950416,21,634,1878.18
1929985890,32,579,9967.91
5156127706,38,989,3359.57
1632801054,8,511,4638.62
3190125153,31,196,4443.9
1225687425,35,347,653.64
4344738500,12,382,8996.94
2017292147,38,342,2240.19
1296323035,26,248,2186.82
3478661795,8,358,3325.23
6405299281,32,704,4369.35
1157681117,11,748,1811.08
4343025393,17,725,7375.06
4680967140,21,630,2343.42
4716778888,7,273,4329.32
6782905025,17,671,9592.86
9571937157,10,683,1690.51
7073911861,27,58,2930.55
8499196290,32,960,5495.83
9423696579,14,452,7260.71
1218794201,15,255,2564.48
3092960719,35,909,357.54
4642220077,19,100,3286.43
1606380560,17,312,7252.54
7625061679,26,355,6496.82
1964011137,9,113,3005.77
555709318,9,7,2976.71
3793070921,39,576,6829.75
1322810414,9,917,621.4
2282822200,12,302,5034.98
7153666181,3,888,8549.46
7892385355,27,253,8157.21
6776277926,4,137,9167.16
4015580026,26,543,7972.56
2170586646,14,15,2065.56
5366528734,13,273,2752.01
620808031,28,585,6378.23
7567798087,14,626,972.77
7382004032,7,368,153.73
6254122099,2,416,7525.24
9467946988,12,516,1559.82
9684624243,32,5,1182.31
290659696,9,323,4204.13
9403227519,30,265,5585.38
7634613094,30,375,2325.27
2506333615,32,608,8846.94
7709559416,21,442,5609.23
5465517157,14,679,2185.17
57777081,10,183,3507.7
7606835251,10,125,849.09
5648241044,21,702,5210.53
9836498402,35,843,4423.75
9160142220,12,922,2730.35
8454020777,2,421,265.4
3021247716,28,700,1192.37
8190841031,10,313,9369.83
213601987,14,427,7436.81
9781005878,7,252,998.13
453843134,26,795,5599.47
4877970524,29,406,4747.21
1197135548,11,612,9017.29
6469092113,35,925,6521.67
661512252,31,450,3870.23
5195886416,10,536,3067.16
7314807768,28,238,8297.25
4612344355,12,710,5307.8
2301744321,30,964,3982.61
4669287744,27,319,1932.35
6825475857,14,159,2219.78
5069792338,27,91,638.86
2234835538,17,687,7044.61
2308194632,4,956,3805.77
8461827549,21,975,910.03
699854461,20,777,1495.27
948129120,21,639,4879.09
7134293400,21,70,672.63
4372791021,37,87,1557.35
4895756640,23,872,2974.93
2449299063,30,528,5201.11
6096804274,17,786,3760.18
6996405651,30,167,517.19
2984876767,23,404,1889.76
9644971143,9,981,3484.23
9769000993,26,389,9479.41
3474035933,30,204,6358.14
9592633603,3,196,895.66
756106436,21,967,3751.58
8997462768,17,651,2377.16
5843659740,9,315,8634.08
2232351878,39,933,8669.45
8843323301,21,34,6377.9
4389012902,23,703,3473.28
9836041058,38,839,4176.29
7019221775,16,721,1624.72
8413231686,29,501,619.62
1769516411,30,649,2802.8
3403419992,11,884,896.95
6239961519,31,847,370.76
1997363603,32,74,6891.39
4078513731,2,575,8144.35
3206838692,31,437,8311.27
9101436558,26,467,968.4
6161562568,23,157,8849.3
7880356863,30,985,3249.19
2622375004,11,28,1279.64
8170877736,35,738,2164.11
7442098875,16,860,3709.39
7055160779,38,158,5314.2
2311096650,17,883,6894.64
4450179155,32,406,4572.03
9895915431,2,287,4595.39
6858779295,14,973,6456.92
6260665937,20,643,848.71
3772329979,23,379,3635.92
7236555344,7,1,3748.56
3968495012,10,60,6779.52
1916693898,9,396,4592.25
1765631794,12,834,8327.6
2149246264,27,723,4393.74
7013255885,14,121,2045.78
8485887948,2,10,3652.23
7285194256,9,774,6603.91
7910039320,39,298,5361.13
7606435754,37,638,5676.71
1894215344,14,722,5636.26
7178565299,20,857,9875.77
4227703406,9,371,850.11
5953752860,14,840,436.13
4022938125,9,184,5443.03
3261024645,9,67,3787.85
9349431903,39,561,1364.57
9720110022,14,950,4185.14
1809498808,30,587,9989.65
1423356343,3,60,5635.28
7824276278,28,661,2781.08
7622458248,14,263,7020.96
4647006588,21,150,3201.01
7074123526,39,616,2171.48
8819601365,7,939,6871.15
1819764368,16,988,3208.52
9812497476,9,852,9592.21
2162846668,7,611,6824.06
9158383000,21,598,8317.7
3537598973,17,419,1727.32
1525452873,14,355,8571.35
2448870393,12,794,8860.48
8472172948,7,515,3572.14
450081685,10,893,9636.88
2706196834,37,119,2125.21
3648837542,26,914,5749.41
4504809364,12,639,9792.58
4388337870,19,373,8076.7
4101428445,12,366,3286.39
2305257430,10,467,7722.72
2341105107,38,531,4076.05
5145587706,30,805,9277.39
6354788729,32,620,8043.5
4267550000,32,329,8780.57
928939801,39,583,1348.47
7105123195,26,765,3427.51
7890776714,10,653,8381.85
2490908421,8,746,2399.89
836519913,20,619,5003.04
4819207158,27,53,2991.95
731712789,38,218,8319.69
6061447365,18,320,4293.01
4477867837,23,573,3514.38
1380304031,36,235,2650.6
86233703,21,54,9836.94
2573618469,36,98,2872.18
748169131,39,677,4144.92
8991880204,25,883,7381.7
4373998901,8,979,7495.38
7658414996,13,221,4660.84
2512223602,14,420,7530.25
2319516345,26,737,9703.71
6865035431,21,781,9300.75
8290246430,30,421,1727.71
1082057430,10,351,9792.37
1068682285,28,202,962.81
2199508992,30,940,4877.8
7618321202,14,644,2778.45
2141291525,7,741,303.34
6834540337,12,709,2386.35
2072682649,3,388,4169.13
1359414593,9,531,9181.12
6105882236,30,168,9384.1
2634954440,10,204,3845.14
6318817708,20,488,2717.56
6128022375,2,362,2052.18
7800455045,8,223,6424.42
7747026957,11,453,5879.5
399610235,32,771,263.53
3456294536,23,266,1451.56
4109051588,30,980,5298.83
3127399654,10,534,4325.76
7344312656,13,684,4174.69
4051788576,14,346,3777.28
309304292,38,353,7071.52
7206203842,21,450,8336.41
2772286047,31,345,975.35
8107088725,27,74,6442.2
7684604940,27,851,3513.37
3652934298,39,270,7342.09
9083753580,2,284,3308.06
9098946515,35,224,9434.45
3225372059,28,338,630.57
3298466775,27,764,9211.63
712448798,16,637,7678.67
1661290214,4,589,5831.08
5564180286,27,158,181.51
8181807524,30,121,8018.74
2258869404,27,768,1755.75
8951172827,10,539,4054.62
6912755094,36,592,7533.58
9480579214,28,476,6831.14
3616650892,14,376,7219.65
9660512226,28,358,2937.69
6328452099,30,696,6037.34
8619065784,14,809,9178.27
5848189362,25,15,9724.49
6051285442,27,478,6656.88
6297064818,39,637,1402.8
5564263586,6,832,7844.13
4211758194,8,379,3399.18
9426705202,3,964,4210.89
3355696392,7,513,1390.27
9741864486,2,841,1885.9
4601591860,26,129,4464.68
9434621136,9,112,5659.45
3868965482,27,455,2787.46
5434489108,30,394,5873.89
235840183,4,928,2098.09
4801655704,14,296,5538.17
4740858735,17,543,613.58
112163261,30,209,8057.14
6057317448,10,172,6972.61
8529757474,12,624,3483.08
5551251500,29,400,9818.7
2215674436,32,631,3898.02
6499765265,3,567,396.81
4250033826,32,417,2073.0
5439605517,17,785,7502.63
204003540,23,357,1517.27
5006305725,31,720,3895.51
5488356494,3,353,7056.31
7520272585,14,674,4320.45
3317698545,14,744,2992.88
5504132537,7,163,6119.75
5227177243,29,43,8634.69
6421414401,16,75,2072.56
3994478309,12,927,8849.47
1708221105,16,845,2124.32
5302475479,14,163,2785.93
884625105,28,510,1523.61
6401091024,32,613,5710.69
5090034434,6,632,642.75
1604784118,38,713,7885.82
5440853526,39,529,8564.24
5355898349,30,725,1705.24
9607608701,26,664,6387.08
9261732619,19,747,5158.5
2171110611,21,82,6787.19
3324259946,39,106,2318.77
8734398267,13,478,7167.24
4198127732,21,783,5714.75
1642998921,39,694,756.99
1763677616,17,836,112.06
6044761295,28,983,5399.02
9967052122,14,116,7120.01
1404339698,37,853,226.9
3951829041,21,674,4448.16
7951706239,7,756,2545.99
130915885,32,521,5396.32
3816945814,21,422,2117.05
6958083032,15,990,4222.44
3670112916,21,283,8592.79
9285025109,36,521,3195.81
4119860729,29,592,1002.51
7813099336,19,565,4024.56
9889521694,36,48,8932.27
1797425467,27,420,3345.04
9111773124,4,727,2654.14
7589001063,12,1000,4777.22
4534620157,30,237,160.85
4181601180,26,529,6597.31
5322205938,3,301,4399.38
7733427113,17,416,6080.91
9553597448,11,286,6914.08
9245766201,37,393,7089.81
9035092784,13,955,2884.5
8443152484,4,377,6547.14
1549634775,27,248,7596.82
8983180811,32,991,2568.21
9531141359,14,229,7257.57
4287524211,24,517,6958.2
4107607262,36,422,3262.82
2494148686,10,519,3033.31
2441217245,27,817,5586.94
9192583380,8,339,1084.55
1197017565,15,558,1948.76
6254195426,9,954,8125.21
7331466842,28,145,8956.75
5743056140,14,672,9190.85
4339693283,10,233,1125.56
1178482503,10,562,5805.9
6935239137,12,562,6108.74
2377337578,26,559,2607.58
9221041448,32,854,5038.5
8884224581,23,992,5465.88
5277228900,26,202,6277.95
8228478545,14,421,6378.74
9461176037,7,454,3616.03
2602172886,3,949,8741.35
7990150570,39,940,573.27
4044293079,31,536,6685.58
8205100068,17,783,6845.25
1223033835,7,49,8589.87
1769798866,14,588,785.44
2772282499,16,378,3398.8
2532410275,32,532,3623.23
2689555612,31,750,3202.86
5819971660,4,621,595.49
8484058547,12,705,3087.62
1359964080,14,641,2515.57
6830694797,28,169,4924.75
8101776546,14,498,7146.82
4724187637,29,320,5580.72
6363098181,25,300,5794.69
5326266012,11,59,3398.14
7074765592,13,202,1019.66
9074084910,9,780,7715.58
7862602560,10,923,211.0
3082814300,23,743,5267.01
6019369547,7,356,8036.13
9215337443,11,839,8347.34
1814912252,12,174,6645.64
2559999860,14,21,5471.23
6509185294,38,522,5310.83
7162775310,2,363,2645.19
4372499748,17,646,7720.25
7806824840,28,554,7762.66
4489894896,8,757,6563.3
2542850518,12,895,653.6
3362199419,39,99,5119.2
9773524930,28,753,6342.9
7896086838,28,247,4132.67
8292001851,2,134,8012.97
5391208402,38,476,3834.36
5762914761,10,832,1025.59
1655705084,30,665,7639.1
7183603043,10,735,2197.65
3551463290,32,620,2972.54
917969834,9,409,5733.46
1451589738,14,141,2608.74
7373758969,14,94,9935.0
2415143256,17,684,5255.71
7964800013,35,336,3683.97
2452773137,9,279,4505.38
9726215386,27,102,6882.81
6715950193,2,231,2035.02
3243368319,9,162,4018.04
9987728112,14,23,5172.36
2917270523,8,915,4238.74
8065590304,9,769,1705.53
585317770,14,426,422.12
6855580374,21,942,2157.19
5218562305,17,319,6975.69
2764848569,28,96,860.97
4096689407,39,924,9314.45
1224048930,2,755,3400.42
3453916062,10,525,1697.39
9454957928,18,865,8776.24
7757380928,8,876,8474.3
2768001173,17,708,8816.88
5385463981,26,227,7576.61
9656238275,15,347,3598.55
9621463000,27,227,3027.11
8683635891,36,447,1606.35
8749496567,38,92,9746.78
8318047372,3,771,166.71
1668385100,10,28,8994.85
9734861810,17,947,5333.43
5837876733,14,765,6960.89
7094247364,28,890,6882.33
9235113976,7,217,4507.71
6706806473,25,726,9193.79
5721441928,25,129,320.66
7364238564,12,86,8214.12
2712647237,30,568,5321.68
7863093939,18,244,5235.82
4756430108,17,724,8153.78
3142905878,9,888,9687.46
4961066695,14,64,3153.25
3999465968,32,777,8116.18
8904224055,31,304,4937.89
7300368443,18,898,5760.56
2252787517,21,132,5771.52
5302212880,3,667,6150.39
7902276166,31,869,5202.15
8746141435,26,598,471.13
4375673226,4,802,2602.59
5939207786,39,768,9789.58
4767995821,21,665,7390.09
678110369,21,7,1036.84
1696834259,18,181,9854.08
8389772507,30,964,9200.82
742653722,38,795,3808.35
9754165406,38,39,9671.16
8786757064,4,755,8260.3
2788805718,30,771,6528.37
129686162,7,370,4526.04
6174017446,12,594,5397.59
2267194714,10,156,3844.59
5286479292,14,140,6931.01
122997964,17,268,876.97
9908505351,28,783,7207.59
1396651020,14,606,4418.67
7766543172,15,971,8462.28
123406773,17,924,5385.15
9870527627,30,107,6554.62
7781065193,15,334,4371.6
6927303036,4,467,7861.47
7409269282,7,705,3719.45
4220576514,14,543,3584.97
3058227755,2,310,3222.17
1459329913,32,225,2572.24
5925707235,37,123,4410.62
270311679,3,939,491.54
55509441,9,166,9229.56
2514619317,36,224,5821.43
6812772105,14,49,951.14
56006646,12,495,5665.88
6108066230,11,313,8368.8
144647539,10,73,582.57
6283582873,9,238,7717.37
7779671311,8,15,5009.7
4144197116,32,57,904.2
2939218337,21,644,4029.31
6526451022,21,281,1894.64
8790542105,14,79,7520.62
3121410277,30,59,3502.78
4894581330,14,857,2552.47
9332588254,4,58,6611.41
9147525411,15,325,5036.14
7832831786,6,652,4052.0
1446806371,9,564,3092.31
1596425744,19,190,8020.62
2326620583,7,37,7191.77
7001522037,11,638,5481.27
7997177856,36,637,6463.53
7552957856,9,216,4952.83
352898195,8,783,5243.01
4611724694,30,339,2229.12
9427636948,23,656,7885.06
6393861540,8,319,5350.59
3297437711,39,241,7600.86
6499383004,30,726,9594.34
1276634306,29,554,5094.84
8055420749,19,315,4894.05
1755065031,9,877,7791.9
3764250766,21,820,7955.05
3659098276,8,969,6471.78
9797406978,24,167,6513.61
2976167790,3,947,4811.67
329380863,21,660,641.12
8645501414,3,110,4740.75
3530219810,10,620,2900.91
8968211571,12,870,9993.09
2834408264,17,829,4217.93
9370432495,27,381,9319.07
2327308474,10,969,366.63
4611032668,2,116,8561.14
4989982195,28,160,6354.04
6841476700,14,41,9852.32
4872941086,28,946,6803.79
7040300781,18,641,5358.07
4102734185,15,795,7005.05
3522674513,12,602,9276.19
8405090030,30,593,8941.36
582179862,26,285,1836.95
1402769956,16,777,6559.41
1354965076,28,275,8782.49
5042299544,39,323,9550.86
3547322688,25,589,9549.22
2431996001,12,558,2176.07
9125521403,10,614,3232.18
5625155725,28,669,2579.27
88173089,15,608,2013.82
8831276645,18,108,777.36
5618174994,8,49,644.26
5563213797,9,471,755.81
1003892755,25,518,2416.08
7047570720,19,951,3499.62
8914661500,32,940,9405.45
3956135708,35,482,8507.49
248657102,9,261,9974.84
942031103,20,962,6465.23
4281768960,17,838,9685.79
260388075,12,983,7312.24
5962221490,27,902,8467.43
1605531127,18,762,7262.64
230541311,29,232,2283.47
8442565312,16,986,232.24
3703589703,19,9,2356.89
2738984056,28,166,8842.01
7283275785,7,423,6896.5
8208036572,12,674,4968.84
9344824613,7,58,8322.47
6874506970,9,334,3083.01
8645638020,15,262,1845.08
7882521023,28,268,3326.62
2376876495,15,641,4433.92
9211515408,38,384,1521.79
9169049643,14,691,1619.75
4299277273,19,81,2915.27
4463989305,10,346,1153.65
246106528,28,735,2183.79
3188957343,12,448,9227.14
9396357302,29,588,6828.08
9571552018,14,189,929.25
573357308,24,69,2796.99
3966592294,12,729,3903.73
242785795,14,403,9779.14
1352479293,17,25,4881.37
4130228388,19,476,1994.74
7462489548,32,340,3757.96
2733004080,14,49,3160.61
6602832435,26,726,382.14
8965818408,18,174,8592.05
4164715810,2,221,9941.94
1568779312,10,69,5519.67
8725008287,39,164,2845.65
2189489325,19,926,8675.81
7233929318,30,377,875.36
1566036208,18,304,4694.94
5027698945,31,481,9549.49
6641665732,31,974,1444.49
6654193145,38,608,6891.96
4747993189,30,346,644.36
2168065162,11,610,6552.79
3899833298,14,192,764.12
7552074904,27,933,4429.19
3095280991,9,435,6383.1
4089707887,18,558,8230.77
6225990587,26,844,4535.99
7849623842,14,872,5113.32
3518766398,27,344,9123.13
6555169542,15,644,4353.51
5876038787,3,917,7899.75
903967809,29,447,4312.63
7790401183,21,654,9104.48
7112416631,4,565,2246.68
9813757312,18,858,2984.65
2250900819,2,365,5526.34
6541549442,14,617,8884.68
6540332595,9,805,2762.67
1339812248,30,48,5719.54
2645005648,25,161,5366.75
2148295464,18,548,9777.42
4733428579,19,825,8046.02
3945733075,10,45,3989.12
7194532051,26,879,933.63
9693604262,2,647,9052.88
6247153480,14,430,2590.27
896176977,30,0,2216.82
1258821352,30,169,8331.05
6350195779,18,46,8705.94
1636520526,15,967,4956.79
8470375929,21,857,7676.59
289041425,23,454,2332.19
2256247537,35,302,6689.05
9706112457,26,937,3200.47
8993003805,17,701,8170.0
1419800352,7,653,2870.1
1993012544,39,317,4292.88
1711683186,21,780,4149.88
8245973175,27,546,283.95
1577678414,3,507,8405.04
7630151730,27,234,5858.13
7409123160,21,423,3243.11
4144721862,26,127,2281.77
2232089381,2,430,5116.41
5690778611,30,382,6819.58
3863113565,14,792,1122.17
9676165727,32,915,3656.08
8478501989,37,529,5239.89
4088684551,21,454,2044.83
8186752955,10,927,8702.66
2652836050,27,449,1330.77
3942733881,15,845,9009.4
4281207168,35,794,6704.38
5228838956,18,256,5268.78
7213851310,14,470,2762.83
9350196257,9,705,4690.42
6491815127,21,295,7783.21
5708553455,27,808,5384.81
988821479,27,40,2674.07
2227824632,26,287,6945.02
8629189083,14,987,3296.1
5223439597,30,665,4670.26
3762762181,38,679,3776.0
3404293647,26,55,4193.81
160866302,12,759,6216.83
8852245238,30,630,2271.86
554038817,26,656,7891.4
5964406600,32,880,139.2
2172826882,3,460,2068.6
8345819988,30,818,8294.3
2221057562,28,363,5669.42
4445085565,38,848,1229.43
1725555913,28,403,9257.82
3140633742,38,748,114.92
1656774333,39,1000,2457.81
6469540464,27,599,209.91
3690310707,27,859,5891.1
6330009559,27,144,4268.67
5259819510,31,667,2278.52
8093365006,3,101,8896.21
1366137907,12,275,2976.2
845754924,18,970,3116.14
1685287562,4,734,7944.11
1486315426,10,842,3405.91
6020196304,27,775,9765.44
8599360885,14,210,3254.62
7102819423,2,167,4034.44
4320399088,7,864,1143.8
5534449932,27,387,7161.55
3290950969,32,87,6276.71
2063350953,28,123,6274.8
6787527368,21,719,9847.24
3392393927,12,481,1173.12
1857156628,26,119,3943.93
9109663614,7,705,7202.45
6933732089,27,597,4064.65
9189952458,16,922,2049.87
5944534014,21,614,4746.98
9887280153,18,395,5791.18
109161308,27,775,7477.2
316179929,30,312,6073.18
6960983081,12,898,8425.05
5373459017,14,799,4400.96
797068148,18,555,2098.46
2863945605,15,825,895.91
560350193,8,158,5615.36
7696030989,4,223,7737.15
3809770259,39,561,4420.56
4920390270,32,245,5493.74
4718560323,4,52,4620.38
9743456586,9,443,2900.93
3535549237,12,862,1328.98
9870152514,21,838,795.56
4254189057,14,188,6077.93
6901985087,39,727,2085.58
9418781147,16,377,4618.45
3775017552,30,875,2013.22
5445843678,21,534,6250.44
8222977711,17,716,6312.12
3237193462,2,137,6027.25
5466059180,14,715,6111.62
4855991826,30,851,2219.54
2131012971,29,723,5059.92
4225347321,8,82,7450.6
1089293594,16,277,5839.56
8278643212,12,761,6775.37
2462126223,14,934,7518.25
7201593792,12,932,9311.58
4969614208,32,747,9172.16
5436431249,31,369,3090.33
9519960627,14,542,2400.49
2942510192,37,84,7709.81
9438171698,2,709,9428.87
2149975222,18,73,6659.43
8498542570,2,357,2948.1
5798693229,13,849,5539.34
5264044790,9,404,2226.58
7524855276,26,789,7348.52
8669728408,21,250,1096.41
4281852992,30,774,7609.64
6637725607,14,382,2897.68
4239292817,4,530,7876.66
1530250374,27,355,9000.66
9072674468,39,168,3240.68
8861080126,38,57,3765.61
2343560114,39,471,4839.92
8046796263,30,91,730.59
2393051267,30,858,1068.66
8758653438,13,212,7567.23
4857774473,28,636,1987.96
9647586426,35,209,6628.99
4587210570,21,123,649.44
3454647334,10,901,529.17
6088242113,39,103,1923.76
9290904331,21,502,7243.67
5694340572,14,626,8812.25
7478773724,7,608,967.76
7049046740,30,517,2257.35
5293567672,23,205,6951.54
5050645996,31,898,8603.42
3707928194,12,567,9672.7
1236249257,9,658,7073.9
139698607,13,545,7194.98
5392840536,27,129,4367.0
739229547,6,390,8553.54
1170098579,10,7,4416.74
1907562672,17,425,1379.03
5189498551,27,90,3000.71
4428246513,20,648,7034.61
1626606185,9,786,4662.94
9887096526,31,918,2502.59
159944260,14,377,3938.53
4268913690,17,479,229.13
1929143069,14,546,3474.29
4713393670,17,446,4092.96
5611880895,21,468,6849.93
356665050,18,382,4082.56
5510048559,3,821,4047.83
4769930753,21,950,8653.11
2630524421,26,802,3688.22
9794543382,21,321,1675.65
3593618030,39,350,9081.74
2671530364,15,73,8621.95
2005310385,21,116,4412.85
7306609285,9,233,3507.82
8470146819,7,318,7213.34
4055014369,15,931,2354.46
8208438055,21,658,8933.84
597142697,2,634,2285.74
5489903541,30,623,768.28
6781329318,25,417,2583.03
6804669493,7,46,2764.17
6868479678,24,776,4476.88
1264540663,29,200,3566.4
3376519647,10,850,680.54
4104394310,31,990,6191.13
6333728074,4,497,3979.58
3026049356,31,699,5494.23
2806026625,37,111,1503.4
5873441292,12,572,8767.73
867162149,17,535,5845.93
7329965125,39,829,9287.62
9677258099,29,920,1101.38
1416267816,6,16,9119.23
4036987679,4,263,1787.32
1207961944,15,82,6737.53
7292029756,29,920,795.48
1915892064,18,893,3365.0
2397364889,28,922,7635.51
4974564478,16,524,3725.94
6527256212,8,695,1467.92
2283572845,21,461,9567.55
2456516857,8,586,5502.9
3231116776,8,725,2710.4
7641227449,29,767,8604.44
7411643904,30,708,8457.5
6675947923,32,797,6723.37
5102185795,15,280,7605.77
6596539974,16,651,138.47
985458885,35,770,580.19
2654190184,3,361,7599.74
3510862472,26,341,4464.84
5350525299,12,941,2694.37
6458588320,38,489,3723.73
4283347082,21,796,3120.24
9205250769,3,59,4484.33
1323826553,17,155,9815.18
3386531504,32,396,7027.31
4886061572,8,546,9822.79
7367376813,21,147,2993.11
5632123893,28,302,7247.35
4814792710,3,329,5895.67
1612092251,14,813,1663.87
3499433312,7,656,3453.07
6252351889,25,464,356.01
785772867,30,425,3056.29
1332043618,30,484,3689.71
4840856326,30,453,8438.06
5201714872,10,246,8766.01
18612685,16,737,3514.99
9132520502,39,505,9368.08
7874290879,21,253,147.83
1907133247,21,673,4991.69
8196823663,39,933,461.58
5102915088,39,550,6158.66
7192230668,4,571,2748.43
2185451597,14,889,3882.14
7407101183,32,191,7555.03
8806568984,14,38,3610.66
5961478843,15,917,3035.74
3796193745,17,206,5883.72
1214436306,21,504,8458.53
8636843289,39,551,2297.7
2699938194,7,386,4188.04
3868404606,30,1000,6107.15
2598594267,37,598,5304.18
1051308191,14,674,6512.79
6291834006,26,383,7198.36
6242792445,28,647,9398.53
7244490508,10,175,1462.27
6908484546,9,143,8620.88
4799923935,4,864,6669.77
7583482601,35,923,7425.32
8678124816,19,964,3190.62
7888477255,37,444,1430.2
4366972661,27,260,2459.37
9138505018,35,675,294.32
34683001,10,596,7020.7
4723938238,14,685,9003.92
7207638217,14,447,3526.58
6839946496,29,700,9511.94
2636093399,16,407,9623.09
716293796,28,530,168.11
443440451,13,120,857.63
1932265087,14,971,6289.4
3381306500,19,381,840.64
7045488833,21,125,4688.92
6953701148,17,144,3862.44
8911860911,25,666,3000.3
1109997030,32,792,3819.12
82870485,27,861,7714.75
9433262370,32,137,6083.69
2335874969,21,656,3135.67
7900930689,30,807,1618.27
